Die 0 0 2468100 2467200
Bin 1.06128e+06 49344 1.08596e+06 74016 0
Bin 1.08596e+06 49344 1.11064e+06 74016 0
Bin 1.11064e+06 49344 1.13533e+06 74016 0
Bin 1.13533e+06 49344 1.16001e+06 74016 0
Bin 1.16001e+06 49344 1.18469e+06 74016 0
Bin 1.18469e+06 49344 1.20937e+06 74016 0
Bin 1.20937e+06 49344 1.23405e+06 74016 0
Bin 1.23405e+06 49344 1.25873e+06 74016 0
Bin 1.25873e+06 49344 1.28341e+06 74016 0
Bin 1.28341e+06 49344 1.30809e+06 74016 0
Bin 1.30809e+06 49344 1.33277e+06 74016 0
Bin 1.33277e+06 49344 1.35746e+06 74016 0
Bin 1.35746e+06 49344 1.38214e+06 74016 0
Bin 1.38214e+06 49344 1.40682e+06 74016 0
Bin 1.40682e+06 49344 1.4315e+06 74016 0
Bin 1.4315e+06 49344 1.45618e+06 74016 0
Bin 1.45618e+06 49344 1.48086e+06 74016 0
Bin 1.48086e+06 49344 1.50554e+06 74016 0
Bin 1.50554e+06 49344 1.53022e+06 74016 0
Bin 1.53022e+06 49344 1.5549e+06 74016 0
Bin 1.5549e+06 49344 1.57958e+06 74016 0
Bin 1.57958e+06 49344 1.60426e+06 74016 0
Bin 1.60426e+06 49344 1.62895e+06 74016 0
Bin 1.62895e+06 49344 1.65363e+06 74016 0
Bin 1.65363e+06 49344 1.67831e+06 74016 0
Bin 1.67831e+06 49344 1.70299e+06 74016 0
Bin 1.70299e+06 49344 1.72767e+06 74016 0
Bin 1.72767e+06 49344 1.75235e+06 74016 0
Bin 1.75235e+06 49344 1.77703e+06 74016 0
Bin 1.77703e+06 49344 1.80171e+06 74016 0
Bin 1.80171e+06 49344 1.82639e+06 74016 0
Bin 1.82639e+06 49344 1.85108e+06 74016 0
Bin 1.85108e+06 49344 1.87576e+06 74016 0
Bin 1.87576e+06 49344 1.90044e+06 74016 0
Bin 1.90044e+06 49344 1.92512e+06 74016 0
Bin 1.92512e+06 49344 1.9498e+06 74016 0
Bin 1.9498e+06 49344 1.97448e+06 74016 0
Bin 1.97448e+06 49344 1.99916e+06 74016 0
Bin 1.99916e+06 49344 2.02384e+06 74016 0
Bin 2.02384e+06 49344 2.04852e+06 74016 0
Bin 2.04852e+06 49344 2.0732e+06 74016 0
Bin 2.0732e+06 49344 2.09788e+06 74016 0
Bin 2.09788e+06 49344 2.12257e+06 74016 0
Bin 2.12257e+06 49344 2.14725e+06 74016 0
Bin 2.14725e+06 49344 2.17193e+06 74016 0
Bin 2.17193e+06 49344 2.19661e+06 74016 0
Bin 2.19661e+06 49344 2.22129e+06 74016 0
Bin 2.22129e+06 49344 2.24597e+06 74016 0
Bin 2.24597e+06 49344 2.27065e+06 74016 0
Bin 2.27065e+06 49344 2.29533e+06 74016 0
Bin 2.29533e+06 49344 2.32001e+06 74016 0
Bin 2.32001e+06 49344 2.3447e+06 74016 0
Bin 2.3447e+06 49344 2.36938e+06 74016 0
Bin 2.36938e+06 49344 2.39406e+06 74016 0
Bin 2.39406e+06 49344 2.41874e+06 74016 0
Bin 2.41874e+06 49344 2.44342e+06 74016 0
Bin 2.44342e+06 49344 2.4681e+06 74016 0
Bin 0 74016 24681 98688 0
Bin 24681 74016 49362 98688 0
Bin 49362 74016 74043 98688 0
Bin 74043 74016 98724 98688 0
Bin 98724 74016 123405 98688 0
Bin 123405 74016 148086 98688 0
Bin 148086 74016 172767 98688 0
Bin 172767 74016 197448 98688 0
Bin 197448 74016 222129 98688 0
Bin 222129 74016 246810 98688 0
Bin 246810 74016 271491 98688 0
Bin 271491 74016 296172 98688 0
Bin 296172 74016 320853 98688 0
Bin 320853 74016 345534 98688 0
Bin 345534 74016 370215 98688 0
Bin 370215 74016 394896 98688 0
Bin 394896 74016 419577 98688 0
Bin 419577 74016 444258 98688 0
Bin 444258 74016 468939 98688 0
Bin 468939 74016 493620 98688 0
Bin 493620 74016 518301 98688 0
Bin 518301 74016 542982 98688 0
Bin 542982 74016 567663 98688 0
Bin 567663 74016 592344 98688 0
Bin 592344 74016 617025 98688 0
Bin 617025 74016 641706 98688 0
Bin 641706 74016 666387 98688 0
Bin 666387 74016 691068 98688 0
Bin 691068 74016 715749 98688 0
Bin 715749 74016 740430 98688 0
Bin 740430 74016 765111 98688 0
Bin 765111 74016 789792 98688 0
Bin 789792 74016 814473 98688 0
Bin 814473 74016 839154 98688 0
Bin 839154 74016 863835 98688 0
Bin 863835 74016 888516 98688 0
Bin 888516 74016 913197 98688 0
Bin 913197 74016 937878 98688 0
Bin 937878 74016 962559 98688 0
Bin 962559 74016 987240 98688 0
Bin 987240 74016 1.01192e+06 98688 0
Bin 1.01192e+06 74016 1.0366e+06 98688 0
Bin 1.0366e+06 74016 1.06128e+06 98688 0
Bin 1.06128e+06 74016 1.08596e+06 98688 0
Bin 1.08596e+06 74016 1.11064e+06 98688 0
Bin 1.11064e+06 74016 1.13533e+06 98688 0
Bin 1.13533e+06 74016 1.16001e+06 98688 0
Bin 1.16001e+06 74016 1.18469e+06 98688 0
Bin 1.18469e+06 74016 1.20937e+06 98688 0
Bin 1.20937e+06 74016 1.23405e+06 98688 0
Bin 1.23405e+06 74016 1.25873e+06 98688 0
Bin 1.25873e+06 74016 1.28341e+06 98688 0
Bin 1.28341e+06 74016 1.30809e+06 98688 0
Bin 1.30809e+06 74016 1.33277e+06 98688 0
Bin 1.33277e+06 74016 1.35746e+06 98688 0
Bin 1.35746e+06 74016 1.38214e+06 98688 0
Bin 1.38214e+06 74016 1.40682e+06 98688 0
Bin 1.40682e+06 74016 1.4315e+06 98688 0
Bin 1.4315e+06 74016 1.45618e+06 98688 0
Bin 1.45618e+06 74016 1.48086e+06 98688 0
Bin 1.48086e+06 74016 1.50554e+06 98688 0
Bin 1.50554e+06 74016 1.53022e+06 98688 0
Bin 1.53022e+06 74016 1.5549e+06 98688 0
Bin 1.5549e+06 74016 1.57958e+06 98688 0
Bin 1.57958e+06 74016 1.60426e+06 98688 0
Bin 1.60426e+06 74016 1.62895e+06 98688 0
Bin 1.62895e+06 74016 1.65363e+06 98688 0
Bin 1.65363e+06 74016 1.67831e+06 98688 0
Bin 1.67831e+06 74016 1.70299e+06 98688 0
Bin 1.70299e+06 74016 1.72767e+06 98688 0
Bin 1.72767e+06 74016 1.75235e+06 98688 0
Bin 1.75235e+06 74016 1.77703e+06 98688 0
Bin 1.77703e+06 74016 1.80171e+06 98688 0
Bin 1.80171e+06 74016 1.82639e+06 98688 0
Bin 1.82639e+06 74016 1.85108e+06 98688 0
Bin 1.85108e+06 74016 1.87576e+06 98688 0
Bin 1.87576e+06 74016 1.90044e+06 98688 0
Bin 1.90044e+06 74016 1.92512e+06 98688 0
Bin 1.92512e+06 74016 1.9498e+06 98688 0
Bin 1.9498e+06 74016 1.97448e+06 98688 0
Bin 1.97448e+06 74016 1.99916e+06 98688 0
Bin 1.99916e+06 74016 2.02384e+06 98688 0
Bin 2.02384e+06 74016 2.04852e+06 98688 0
Bin 2.04852e+06 74016 2.0732e+06 98688 0
Bin 2.0732e+06 74016 2.09788e+06 98688 0
Bin 2.09788e+06 74016 2.12257e+06 98688 0
Bin 2.12257e+06 74016 2.14725e+06 98688 0
Bin 2.14725e+06 74016 2.17193e+06 98688 0
Bin 2.17193e+06 74016 2.19661e+06 98688 0
Bin 2.19661e+06 74016 2.22129e+06 98688 0
Bin 2.22129e+06 74016 2.24597e+06 98688 0
Bin 2.24597e+06 74016 2.27065e+06 98688 0
Bin 2.27065e+06 74016 2.29533e+06 98688 0
Bin 2.29533e+06 74016 2.32001e+06 98688 0
Bin 2.32001e+06 74016 2.3447e+06 98688 0
Bin 2.3447e+06 74016 2.36938e+06 98688 0
Bin 2.36938e+06 74016 2.39406e+06 98688 0
Bin 2.39406e+06 74016 2.41874e+06 98688 0
Bin 2.41874e+06 74016 2.44342e+06 98688 0
Bin 2.44342e+06 74016 2.4681e+06 98688 0
Bin 0 98688 24681 123360 0
Bin 24681 98688 49362 123360 0
Bin 49362 98688 74043 123360 0
Bin 74043 98688 98724 123360 0
Bin 98724 98688 123405 123360 0
Bin 123405 98688 148086 123360 0
Bin 148086 98688 172767 123360 0
Bin 172767 98688 197448 123360 0
Bin 197448 98688 222129 123360 0
Bin 222129 98688 246810 123360 0
Bin 246810 98688 271491 123360 0
Bin 271491 98688 296172 123360 0
Bin 296172 98688 320853 123360 0
Bin 320853 98688 345534 123360 0
Bin 345534 98688 370215 123360 0
Bin 370215 98688 394896 123360 0
Bin 394896 98688 419577 123360 0
Bin 419577 98688 444258 123360 0
Bin 444258 98688 468939 123360 0
Bin 468939 98688 493620 123360 0
Bin 493620 98688 518301 123360 0
Bin 518301 98688 542982 123360 0
Bin 542982 98688 567663 123360 0
Bin 567663 98688 592344 123360 0
Bin 592344 98688 617025 123360 0
Bin 617025 98688 641706 123360 0
Bin 641706 98688 666387 123360 0
Bin 666387 98688 691068 123360 0
Bin 691068 98688 715749 123360 0
Bin 715749 98688 740430 123360 0
Bin 740430 98688 765111 123360 0
Bin 765111 98688 789792 123360 0
Bin 789792 98688 814473 123360 0
Bin 814473 98688 839154 123360 0
Bin 839154 98688 863835 123360 0
Bin 863835 98688 888516 123360 0
Bin 888516 98688 913197 123360 0
Bin 913197 98688 937878 123360 0
Bin 937878 98688 962559 123360 0
Bin 962559 98688 987240 123360 0
Bin 987240 98688 1.01192e+06 123360 0
Bin 1.01192e+06 98688 1.0366e+06 123360 0
Bin 1.0366e+06 98688 1.06128e+06 123360 0
Bin 1.06128e+06 98688 1.08596e+06 123360 0
Bin 1.08596e+06 98688 1.11064e+06 123360 0
Bin 1.11064e+06 98688 1.13533e+06 123360 0
Bin 1.13533e+06 98688 1.16001e+06 123360 0
Bin 1.16001e+06 98688 1.18469e+06 123360 0
Bin 1.18469e+06 98688 1.20937e+06 123360 0
Bin 1.20937e+06 98688 1.23405e+06 123360 0
Bin 1.23405e+06 98688 1.25873e+06 123360 0
Bin 1.25873e+06 98688 1.28341e+06 123360 0
Bin 1.28341e+06 98688 1.30809e+06 123360 0
Bin 1.30809e+06 98688 1.33277e+06 123360 0
Bin 1.33277e+06 98688 1.35746e+06 123360 0
Bin 1.35746e+06 98688 1.38214e+06 123360 0
Bin 1.38214e+06 98688 1.40682e+06 123360 0
Bin 1.40682e+06 98688 1.4315e+06 123360 0
Bin 1.4315e+06 98688 1.45618e+06 123360 0
Bin 1.45618e+06 98688 1.48086e+06 123360 0
Bin 1.48086e+06 98688 1.50554e+06 123360 0
Bin 1.50554e+06 98688 1.53022e+06 123360 0
Bin 1.53022e+06 98688 1.5549e+06 123360 0
Bin 1.5549e+06 98688 1.57958e+06 123360 0
Bin 1.57958e+06 98688 1.60426e+06 123360 0
Bin 1.60426e+06 98688 1.62895e+06 123360 0
Bin 1.62895e+06 98688 1.65363e+06 123360 0
Bin 1.65363e+06 98688 1.67831e+06 123360 0
Bin 1.67831e+06 98688 1.70299e+06 123360 0
Bin 1.70299e+06 98688 1.72767e+06 123360 0
Bin 1.72767e+06 98688 1.75235e+06 123360 0
Bin 1.75235e+06 98688 1.77703e+06 123360 0
Bin 1.77703e+06 98688 1.80171e+06 123360 0
Bin 1.80171e+06 98688 1.82639e+06 123360 0
Bin 1.82639e+06 98688 1.85108e+06 123360 0
Bin 1.85108e+06 98688 1.87576e+06 123360 0
Bin 1.87576e+06 98688 1.90044e+06 123360 0
Bin 1.90044e+06 98688 1.92512e+06 123360 0
Bin 1.92512e+06 98688 1.9498e+06 123360 0
Bin 1.9498e+06 98688 1.97448e+06 123360 0
Bin 1.97448e+06 98688 1.99916e+06 123360 0
Bin 1.99916e+06 98688 2.02384e+06 123360 0
Bin 2.02384e+06 98688 2.04852e+06 123360 0
Bin 2.04852e+06 98688 2.0732e+06 123360 0
Bin 2.0732e+06 98688 2.09788e+06 123360 0
Bin 2.09788e+06 98688 2.12257e+06 123360 0
Bin 2.12257e+06 98688 2.14725e+06 123360 0
Bin 2.14725e+06 98688 2.17193e+06 123360 0
Bin 2.17193e+06 98688 2.19661e+06 123360 0
Bin 2.19661e+06 98688 2.22129e+06 123360 0
Bin 2.22129e+06 98688 2.24597e+06 123360 0
Bin 2.24597e+06 98688 2.27065e+06 123360 0
Bin 2.27065e+06 98688 2.29533e+06 123360 0
Bin 2.29533e+06 98688 2.32001e+06 123360 0
Bin 2.32001e+06 98688 2.3447e+06 123360 0
Bin 2.3447e+06 98688 2.36938e+06 123360 0
Bin 2.36938e+06 98688 2.39406e+06 123360 0
Bin 2.39406e+06 98688 2.41874e+06 123360 0
Bin 2.41874e+06 98688 2.44342e+06 123360 0
Bin 2.44342e+06 98688 2.4681e+06 123360 0
Bin 0 123360 24681 148032 0
Bin 24681 123360 49362 148032 0
Bin 49362 123360 74043 148032 0
Bin 74043 123360 98724 148032 0
Bin 98724 123360 123405 148032 0
Bin 123405 123360 148086 148032 0
Bin 148086 123360 172767 148032 0
Bin 172767 123360 197448 148032 0
Bin 197448 123360 222129 148032 0
Bin 222129 123360 246810 148032 0
Bin 246810 123360 271491 148032 0
Bin 271491 123360 296172 148032 0
Bin 296172 123360 320853 148032 0
Bin 320853 123360 345534 148032 0
Bin 345534 123360 370215 148032 0
Bin 370215 123360 394896 148032 0
Bin 394896 123360 419577 148032 0
Bin 419577 123360 444258 148032 0
Bin 444258 123360 468939 148032 0
Bin 468939 123360 493620 148032 0
Bin 493620 123360 518301 148032 0
Bin 518301 123360 542982 148032 0
Bin 542982 123360 567663 148032 0
Bin 567663 123360 592344 148032 0
Bin 592344 123360 617025 148032 0
Bin 617025 123360 641706 148032 0
Bin 641706 123360 666387 148032 0
Bin 666387 123360 691068 148032 0
Bin 691068 123360 715749 148032 0
Bin 715749 123360 740430 148032 0
Bin 740430 123360 765111 148032 0
Bin 765111 123360 789792 148032 0
Bin 789792 123360 814473 148032 0
Bin 814473 123360 839154 148032 0
Bin 839154 123360 863835 148032 0
Bin 863835 123360 888516 148032 0
Bin 888516 123360 913197 148032 0
Bin 913197 123360 937878 148032 0
Bin 937878 123360 962559 148032 0
Bin 962559 123360 987240 148032 0
Bin 987240 123360 1.01192e+06 148032 0
Bin 1.01192e+06 123360 1.0366e+06 148032 0
Bin 1.0366e+06 123360 1.06128e+06 148032 0
Bin 1.06128e+06 123360 1.08596e+06 148032 0
Bin 1.08596e+06 123360 1.11064e+06 148032 0
Bin 1.11064e+06 123360 1.13533e+06 148032 0
Bin 1.13533e+06 123360 1.16001e+06 148032 0
Bin 1.16001e+06 123360 1.18469e+06 148032 0
Bin 1.18469e+06 123360 1.20937e+06 148032 0
Bin 1.20937e+06 123360 1.23405e+06 148032 0
Bin 1.23405e+06 123360 1.25873e+06 148032 0
Bin 1.25873e+06 123360 1.28341e+06 148032 0
Bin 1.28341e+06 123360 1.30809e+06 148032 0
Bin 1.30809e+06 123360 1.33277e+06 148032 0
Bin 1.33277e+06 123360 1.35746e+06 148032 0
Bin 1.35746e+06 123360 1.38214e+06 148032 0
Bin 1.38214e+06 123360 1.40682e+06 148032 0
Bin 1.40682e+06 123360 1.4315e+06 148032 0
Bin 1.4315e+06 123360 1.45618e+06 148032 0
Bin 1.45618e+06 123360 1.48086e+06 148032 0
Bin 1.48086e+06 123360 1.50554e+06 148032 0
Bin 1.50554e+06 123360 1.53022e+06 148032 0
Bin 1.53022e+06 123360 1.5549e+06 148032 0
Bin 1.5549e+06 123360 1.57958e+06 148032 0
Bin 1.57958e+06 123360 1.60426e+06 148032 0
Bin 1.60426e+06 123360 1.62895e+06 148032 0
Bin 1.62895e+06 123360 1.65363e+06 148032 0
Bin 1.65363e+06 123360 1.67831e+06 148032 0
Bin 1.67831e+06 123360 1.70299e+06 148032 0
Bin 1.70299e+06 123360 1.72767e+06 148032 0
Bin 1.72767e+06 123360 1.75235e+06 148032 0
Bin 1.75235e+06 123360 1.77703e+06 148032 0
Bin 1.77703e+06 123360 1.80171e+06 148032 0
Bin 1.80171e+06 123360 1.82639e+06 148032 0
Bin 1.82639e+06 123360 1.85108e+06 148032 0
Bin 1.85108e+06 123360 1.87576e+06 148032 0
Bin 1.87576e+06 123360 1.90044e+06 148032 0
Bin 1.90044e+06 123360 1.92512e+06 148032 0
Bin 1.92512e+06 123360 1.9498e+06 148032 0
Bin 1.9498e+06 123360 1.97448e+06 148032 0
Bin 1.97448e+06 123360 1.99916e+06 148032 0
Bin 1.99916e+06 123360 2.02384e+06 148032 0
Bin 2.02384e+06 123360 2.04852e+06 148032 0
Bin 2.04852e+06 123360 2.0732e+06 148032 0
Bin 2.0732e+06 123360 2.09788e+06 148032 0
Bin 2.09788e+06 123360 2.12257e+06 148032 0
Bin 2.12257e+06 123360 2.14725e+06 148032 0
Bin 2.14725e+06 123360 2.17193e+06 148032 0
Bin 2.17193e+06 123360 2.19661e+06 148032 0
